username,comment_text,sentiment_score,sentiment_category
OPPO官方旗舰店,参数直播讲解视频图集参数券后¥2364政府补贴15% 红包已抵35元 购买得积分机身颜色银幻紫乌木黑香槟金存储容量12GB+256GB16GB+256GB16GB+512GB套餐类型官方标配数量-+有货(限购2件)领券购买加入购物车收藏用户评价参数信息图文详情本店推荐看了又看券后¥2364领券购买加入购物车收藏用户评价全部(1000+)有图/视频(500+)追评(100+)默认排序默认排序时间排序提升流畅度质量超好拍摄的很清晰游戏体验一流续航能力强声音质感舒服画质清晰价钱很贵陈**伟2025年2月21日 · 银幻紫 / 官方标配 / 16GB+512GB有用 (5)系统流畅，比我的旧机Reno7好用多了，电池续航还可以，拍照非常棒，国补期间买的价格很合吾心意。唯一不解的是：充电器没有与oppo相关文字或字母，用得有点不够踏实。顺风必须点赞，乡镇第二天收货。商家回复：很抱歉未能给您带来十分满意的体验。SUPERVOOC是OPPO公司的充电专利标志，目前OPPO手机新的充电器均采用SUPERVOOC标志，产品设计如此，请您放心使用。同时我们后期也会给您提供完善的售后服务，保障您可以用的放心用的舒心~感谢您对OPPO的支持，我们承载无尽的祝福，祝您生活愉快~更多43天后追评：防尘防水很好，脏了可以放水桶里洗一洗；轻度玩手机电池一天一充到两天一充；听说电池最好不要充满，也不知道是不是，总之差不多充满或者一满就拔充电器。商家回复：很抱歉未能给您带来十分满意的体验。OPPO Reno12 Pro整机支持IP65防尘防水，防喷淋机身，具有自研的雨水触控算法，湿水情况下也能使用手机，但是电子产品若长期接触液体也有一定概率造成内部进液，建议您爱惜使用。另外OPPO Reno12 Pro支持80W超级闪充，采用5000mAh电池，20分钟充至55%，43分钟从1%充至100%，您可正常充电。若使用过程中有任何疑问可随时联系在线客服为您处理，感谢您的理解与支持，祝您生活愉快~更多风**52025年3月17日 · 银幻紫 / 官方标配 / 16GB+512GB有用 (0)目前使用还行，客服不太行，但他家售后很好，问题都解决了商家回复：很抱歉未能给您带来十分满意的购物体验。针对客服问题，我们也会反映给相关负责人，后续会对客服人员进行管理培训，我们会不断加强自身的业务水平，提升服务意识，用心服务好每一位顾客。同时我们后期也会给您提供完善的售后服务，保障您可以用的放心用的舒心~感谢您对OPPO的支持，我们承载无尽的祝福，祝您生活愉快~更多全部评价参数信息上市时间2024-05售后服务全国联保是否支持无线充电否套餐类型官方标配前置摄像头像素5000万像素电池容量5000mAh有线充电功率80W解锁方式屏下指纹分辨率2412x1080存储容量16GB+256GB 16GB+512GB 12GB+256GB电信设备进网许可证编号02-D124-240995机身颜色银幻紫 乌木黑 香槟金品牌OPPOOPPO型号Reno12 Pro是否支持NFC是CPU品牌联发科屏幕刷新率120HzCPU核心数八核最大光圈F1.8屏幕材质AMOLED接口类型Type-C无线电发射设备型号核准编码24C44PC2G595屏幕尺寸6.7英寸主摄像素5000万像素CPU型号天玑 9200+ 星速版蓝牙版本5.4长焦像素5000万像素后壳材质玻璃3C证书编号2024201606000428图文详情,0.9999881169897223,积极
OPPO官方旗舰店,银幻紫乌木黑香槟金,0.9107818238710218,积极
OPPO官方旗舰店,12GB+256GB16GB+256GB16GB+512GB,0.5,中性
OPPO官方旗舰店,官方标配,0.23231347394623636,消极
OPPO官方旗舰店,-+有货(限购2件),0.20546062157360268,消极
风**5,"用户评价全部(1000+)有图/视频(500+)追评(100+)默认排序默认排序时间排序提升流畅度质量超好拍摄的很清晰游戏体验一流续航能力强声音质感舒服画质清晰价钱很贵陈**伟2025年2月21日 · 银幻紫 / 官方标配 / 16GB+512GB有用 (5)系统流畅，比我的旧机Reno7好用多了，电池续航还可以，拍照非常棒，国补期间买的价格很合吾心意。唯一不解的是：充电器没有与oppo相关文字或字母，用得有点不够踏实。顺风必须点赞，乡镇第二天收货。商家回复：很抱歉未能给您带来十分满意的体验。SUPERVOOC是OPPO公司的充电专利标志，目前OPPO手机新的充电器均采用SUPERVOOC标志，产品设计如此，请您放心使用。同时我们后期也会给您提供完善的售后服务，保障您可以用的放心用的舒心~感谢您对OPPO的支持，我们承载无尽的祝福，祝您生活愉快~更多43天后追评：防尘防水很好，脏了可以放水桶里洗一洗；轻度玩手机电池一天一充到两天一充；听说电池最好不要充满，也不知道是不是，总之差不多充满或者一满就拔充电器。商家回复：很抱歉未能给您带来十分满意的体验。OPPO Reno12 Pro整机支持IP65防尘防水，防喷淋机身，具有自研的雨水触控算法，湿水情况下也能使用手机，但是电子产品若长期接触液体也有一定概率造成内部进液，建议您爱惜使用。另外OPPO Reno12 Pro支持80W超级闪充，采用5000mAh电池，20分钟充至55%，43分钟从1%充至100%，您可正常充电。若使用过程中有任何疑问可随时联系在线客服为您处理，感谢您的理解与支持，祝您生活愉快~更多风**52025年3月17日 · 银幻紫 / 官方标配 / 16GB+512GB有用 (0)目前使用还行，客服不太行，但他家售后很好，问题都解决了商家回复：很抱歉未能给您带来十分满意的购物体验。针对客服问题，我们也会反映给相关负责人，后续会对客服人员进行管理培训，我们会不断加强自身的业务水平，提升服务意识，用心服务好每一位顾客。同时我们后期也会给您提供完善的售后服务，保障您可以用的放心用的舒心~感谢您对OPPO的支持，我们承载无尽的祝福，祝您生活愉快~更多杪**渺2025年3月17日 · 银幻紫 / 官方标配 / 16GB+512GB有用 (0)还行吧，电其实用起来挺快的，我不打游戏。只偶尔刷下短视频或者听小说。半天电就下去一半了。商家回复：很抱歉未能给您带来十分满意的使用体验。不同使用场景和网络环境耗电情况会有所不同，如后台程序运行较多，或者网络信号环境不稳定时耗电量会有所增加，建议更换网络环境使用，平时使用时，尽量关闭不使用的后台应用、不常用的GPS定位、蓝牙等功能，同时调节屏幕亮度，可以提高待机会时间哦。若有任何疑问您联系店铺售后客服帮您核实处理即可，我们为您提供完善的售后服务，感谢您对OPPO的支持！更多t**22025年4月3日 · 香槟金 / 官方标配 / 16GB+512GB有用 (0)物超所值，享受国补，实在太划算了。音质，显示器都没的说，极速闪充，18%到100%要40分钟，也没卡顿。不错！商家回复：OPPO Reno12 Pro采用新一代大音量双扬声器，支持喇叭超级音量（外放场景300%超级音量）和听筒超级音量（听筒场景200%超级音量），更具有人声突显功能，嘈杂环境下听得更清晰~更多t**12025年3月26日 · 银幻紫 / 官方标配 / 16GB+512GB有用 (0)📱这款手机的性能非常不错，用了快一周，依然很流畅！像素很高，拍出的照片非常清晰，整体体验非常满意。👍商家回复：OPPO Reno12 Pro搭载天玑9200+星速版处理器，采用4纳米先进制程工艺打造，主频高达3.35GHz，跑分高达162万，王者120帧流畅运行~转**止2025年3月3日 · 银幻紫 / 官方标配 / 16GB+512GB有用 (3)国补后比抖音旗舰店还贵。国补真好呀，薅国家羊毛，飞**42025年3月28日 · 银幻紫 / 官方标配 / 16GB+512GB有用 (0)使用了两天效果不错，物流很快，价格合理，全5分。商家回复：属于您的产品，当然要快马加鞭送到您手上，愿我们的产品一直伴随着您，期待与您的再次遇见！g**12025年3月15日 · 乌木黑 / 官方标配 / 16GB+512GB有用 (0)手机功能流畅,手感好，机器耐用性待使用后再进一步评价商家回复：OPPO Reno12 Pro搭载天玑9200+星速版处理器，采用4纳米先进制程工艺打造，主频高达3.35GHz，跑分高达162万，王者120帧流畅运行。相信会给您带来非凡的使用体验~更多深**62025年2月2日 · 银幻紫 / 官方标配 / 12GB+256GB有用 (2)一直用着OPPO手机，用着放心商家回复：OPPO Reno12 Pro搭载天玑9200+星速版处理器，采用4纳米先进制程工艺打造，主频高达3.35GHz，跑分高达162万，王者120帧流畅运行。相信会给您带来非凡的使用体验~更多芬**生2025年1月7日 · 银幻紫 / 官方标配 / 12GB+256GB有用 (0)新手机配上手机壳高大上，手机壳入手感好，大小刚好。商家还送J水凝膜服务周到，还有贴膜教程，我都会贴了。商家回复：感谢您对OPPO的支持，后续有任何的问题您可以随时咨询我们在线客服为您解答哦，祝您生活愉快~t**22025年3月17日 · 银幻紫 / 官方标配 / 12GB+256GB有用 (0)款式很大方，质量非常好，价钱也很合理商家回复：好开心能为您开启网购的满意之旅，期待以后有更多机会能为您提供更多的惊喜，祝您健康快乐每一天~暗**王2025年3月6日 · 银幻紫 / 官方标配 / 12GB+256GB有用 (0)还不错，就是华为换过来操作不一样有点不习惯云**心2025年2月14日 · 银幻紫 / 官方标配 / 12GB+256GB有用 (0)给妈妈买的 发货快 绝对正品 我妈妈很喜欢商家回复：看到您和家人那么满意，我们也是十万分的开心呐。我们一定会越做越好，争取让越来越多的人满意！感谢您的大力支持和信任~暮**声2025年3月28日 · 银幻紫 / 官方标配 / 12GB+256GB有用 (0)手机很轻盈也很好看，但是拍照像素不是很好商家回复：很抱歉未能给您带来十分满意的使用体验。如果感到手机拍照不清晰，建议您在拍摄照片时请保持手机稳定，避免因拍摄时手机抖动引起的照片模糊；其次，注意清洁摄像头镜片，去除遮挡物，选择光线良好的环境下进行拍照，准确对焦调整好角度，多多尝试体验看看。沟通是最好的桥梁，有任何疑问您联系店铺售后客服帮您核实处理即可，我们为您提供完善的售后服务，感谢您的支持！更多d**n2025年3月17日 · 银幻紫 / 官方标配 / 16GB+512GB有用 (0)全家都是用oppo，系统稳定！不错！商家回复：感谢您对OPPO的认可，每一天，每一刻，因为有您的支持，我们才能够做得更好~e**x2025年3月6日 · 银幻紫 / 官方标配 / 12GB+256GB有用 (0)帮邻居夫妻俩买的，听他们说用着挺不错的。商家回复：OPPO Reno12 Pro搭载天玑9200+星速版处理器，采用4纳米先进制程工艺打造，主频高达3.35GHz，跑分高达162万，王者120帧流畅运行。相信会给您带来非凡的使用体验~更多t**42025年2月22日 · 银幻紫 / 官方标配 / 12GB+256GB有用 (0)拍照好！商家回复：感谢您在百忙之中，给我们做出的评价，您的支持就是我们前进的动力，祝您生活愉快，期待您的下次光临~y**62025年3月26日 · 香槟金 / 官方标配 / 16GB+512GB有用 (0)感觉很好，正品商家回复：千金难买心头好，能买到您满意的产品才是最重要的，可以触摸的品质，正品有保障~t**82024年12月28日 · 银幻紫 / 官方标配 / 16GB+512GB有用 (2)手机很漂亮，很好用，拍照很好看 进游戏速度也很快，可以带得动逆水寒商家回复：OPPO Reno12 Pro搭载天玑9200+星速版处理器，采用4nm先进制程工艺打造，主频高达3.35GHz，跑分高达162万，王者120帧流畅运行。期待我们的产品为您带来便利和愉快~更多t**82025年3月20日 · 香槟金 / 官方标配 / 16GB+512GB有用 (0)非常的漂亮商家回复：颜值不高，如何一眼俘人~性能不强，怎样追赶潮流。产品知道，那么优秀的自己不会被眼光独到的您错过的~",1.0,积极
陈**伟,系统流畅，比我的旧机Reno7好用多了，电池续航还可以，拍照非常棒，国补期间买的价格很合吾心意。唯一不解的是：充电器没有与oppo相关文字或字母，用得有点不够踏实。顺风必须点赞，乡镇第二天收货。商家回复：很抱歉未能给您带来十分满意的体验。SUPERVOOC是OPPO公司的充电专利标志，目前OPPO手机新的充电器均采用SUPERVOOC标志，产品设计如此，请您放心使用。同时我们后期也会给您提供完善的售后服务，保障您可以用的放心用的舒心~感谢您对OPPO的支持，我们承载无尽的祝福，祝您生活愉快~更多43天后追评：防尘防水很好，脏了可以放水桶里洗一洗；轻度玩手机电池一天一充到两天一充；听说电池最好不要充满，也不知道是不是，总之差不多充满或者一满就拔充电器。商家回复：很抱歉未能给您带来十分满意的体验。OPPO Reno12 Pro整机支持IP65防尘防水，防喷淋机身，具有自研的雨水触控算法，湿水情况下也能使用手机，但是电子产品若长期接触液体也有一定概率造成内部进液，建议您爱惜使用。另外OPPO Reno12 Pro支持80W超级闪充，采用5000mAh电池，20分钟充至55%，43分钟从1%充至100%，您可正常充电。若使用过程中有任何疑问可随时联系在线客服为您处理，感谢您的理解与支持，祝您生活愉快~更多,0.9999991389601528,积极
风**5,目前使用还行，客服不太行，但他家售后很好，问题都解决了商家回复：很抱歉未能给您带来十分满意的购物体验。针对客服问题，我们也会反映给相关负责人，后续会对客服人员进行管理培训，我们会不断加强自身的业务水平，提升服务意识，用心服务好每一位顾客。同时我们后期也会给您提供完善的售后服务，保障您可以用的放心用的舒心~感谢您对OPPO的支持，我们承载无尽的祝福，祝您生活愉快~更多,0.9905875917691649,积极
杪**渺,还行吧，电其实用起来挺快的，我不打游戏。只偶尔刷下短视频或者听小说。半天电就下去一半了。商家回复：很抱歉未能给您带来十分满意的使用体验。不同使用场景和网络环境耗电情况会有所不同，如后台程序运行较多，或者网络信号环境不稳定时耗电量会有所增加，建议更换网络环境使用，平时使用时，尽量关闭不使用的后台应用、不常用的GPS定位、蓝牙等功能，同时调节屏幕亮度，可以提高待机会时间哦。若有任何疑问您联系店铺售后客服帮您核实处理即可，我们为您提供完善的售后服务，感谢您对OPPO的支持！更多,0.0032894285641857923,消极
t**2,物超所值，享受国补，实在太划算了。音质，显示器都没的说，极速闪充，18%到100%要40分钟，也没卡顿。不错！商家回复：OPPO Reno12 Pro采用新一代大音量双扬声器，支持喇叭超级音量（外放场景300%超级音量）和听筒超级音量（听筒场景200%超级音量），更具有人声突显功能，嘈杂环境下听得更清晰~更多,0.9380704360102214,积极
t**1,📱这款手机的性能非常不错，用了快一周，依然很流畅！像素很高，拍出的照片非常清晰，整体体验非常满意。👍商家回复：OPPO Reno12 Pro搭载天玑9200+星速版处理器，采用4纳米先进制程工艺打造，主频高达3.35GHz，跑分高达162万，王者120帧流畅运行~,0.9999999987079435,积极
飞**4,使用了两天效果不错，物流很快，价格合理，全5分。商家回复：属于您的产品，当然要快马加鞭送到您手上，愿我们的产品一直伴随着您，期待与您的再次遇见！,0.9544951778659981,积极
g**1,"手机功能流畅,手感好，机器耐用性待使用后再进一步评价商家回复：OPPO Reno12 Pro搭载天玑9200+星速版处理器，采用4纳米先进制程工艺打造，主频高达3.35GHz，跑分高达162万，王者120帧流畅运行。相信会给您带来非凡的使用体验~更多",0.9999996605534158,积极
深**6,一直用着OPPO手机，用着放心商家回复：OPPO Reno12 Pro搭载天玑9200+星速版处理器，采用4纳米先进制程工艺打造，主频高达3.35GHz，跑分高达162万，王者120帧流畅运行。相信会给您带来非凡的使用体验~更多,0.9999901277601901,积极
芬**生,新手机配上手机壳高大上，手机壳入手感好，大小刚好。商家还送J水凝膜服务周到，还有贴膜教程，我都会贴了。商家回复：感谢您对OPPO的支持，后续有任何的问题您可以随时咨询我们在线客服为您解答哦，祝您生活愉快~,0.6209300574905091,积极
t**2,款式很大方，质量非常好，价钱也很合理商家回复：好开心能为您开启网购的满意之旅，期待以后有更多机会能为您提供更多的惊喜，祝您健康快乐每一天~,0.9999936255809883,积极
云**心,给妈妈买的 发货快 绝对正品 我妈妈很喜欢商家回复：看到您和家人那么满意，我们也是十万分的开心呐。我们一定会越做越好，争取让越来越多的人满意！感谢您的大力支持和信任~,0.9997265313765048,积极
暮**声,手机很轻盈也很好看，但是拍照像素不是很好商家回复：很抱歉未能给您带来十分满意的使用体验。如果感到手机拍照不清晰，建议您在拍摄照片时请保持手机稳定，避免因拍摄时手机抖动引起的照片模糊；其次，注意清洁摄像头镜片，去除遮挡物，选择光线良好的环境下进行拍照，准确对焦调整好角度，多多尝试体验看看。沟通是最好的桥梁，有任何疑问您联系店铺售后客服帮您核实处理即可，我们为您提供完善的售后服务，感谢您的支持！更多,0.9828564728966196,积极
d**n,全家都是用oppo，系统稳定！不错！商家回复：感谢您对OPPO的认可，每一天，每一刻，因为有您的支持，我们才能够做得更好~,0.7553232956530607,积极
e**x,帮邻居夫妻俩买的，听他们说用着挺不错的。商家回复：OPPO Reno12 Pro搭载天玑9200+星速版处理器，采用4纳米先进制程工艺打造，主频高达3.35GHz，跑分高达162万，王者120帧流畅运行。相信会给您带来非凡的使用体验~更多,0.9999998977542877,积极
t**4,拍照好！商家回复：感谢您在百忙之中，给我们做出的评价，您的支持就是我们前进的动力，祝您生活愉快，期待您的下次光临~,0.9860181595032353,积极
y**6,感觉很好，正品商家回复：千金难买心头好，能买到您满意的产品才是最重要的，可以触摸的品质，正品有保障~,0.9953563010661287,积极
t**8,手机很漂亮，很好用，拍照很好看 进游戏速度也很快，可以带得动逆水寒商家回复：OPPO Reno12 Pro搭载天玑9200+星速版处理器，采用4nm先进制程工艺打造，主频高达3.35GHz，跑分高达162万，王者120帧流畅运行。期待我们的产品为您带来便利和愉快~更多,0.9999999702354558,积极
t**8,非常的漂亮商家回复：颜值不高，如何一眼俘人~性能不强，怎样追赶潮流。产品知道，那么优秀的自己不会被眼光独到的您错过的~,0.9987302702302775,积极
风**5,全部评价,0.4279835390946498,中性
t**4,商家回复：感谢您在百忙之中，给我们做出的评价，您的支持就是我们前进的动力，祝您生活愉快，期待您的下次光临~,0.9702460264726515,积极
匿名用户,非常满意这台手机，充电有保护模式，低功耗充电模式19分钟充了50%。照片美化效果也是把我的情绪价值拉满，希望它能安安稳稳的陪我5年。,0.9922071156696531,积极
匿名用户,k80pro冠军版惊艳！性能强悍，运行如飞，续航持久，电竞美学设计独特，屏幕色彩绝佳，性价比爆表，果断推荐！,0.9999994192305641,积极
匿名用户,家人们谁懂啊，红米K80 Pro入手一段时间了，必须来给大伙分享下使用体验！ - 性能：这性能简直逆天，骁龙处理器配上超大内存组合，不管是运行大型游戏还是多软件同时开，一点卡顿都没有，游戏加载飞快，团战也丝滑不掉帧，日常使用更是轻松拿捏，各种操作都能快速响应，生产力直接拉满。 - 屏幕：2K分辨率屏幕显示效果超绝，色彩鲜艳、画面清晰，看视频、玩游戏沉浸感十足，护眼模式也很贴心，长时间使用眼睛也不容易累，真的太爱了。 - 拍照：影像能力远超我的预期，高像素主摄搭配特色镜头，不管是拍风景还是人像，细节满满、色彩还原度高，夜景模式下也能拍出超高质量的照片，随手一拍就是大片。 - 续航：大电池加上快充，电量焦虑直接拜拜，日常使用一天下来还有不少电，充电速度也快，吃个饭的功夫就能充上好多电，太方便了。 红米K80 Pro性价比超高，预算有限又想体验旗舰机性能的朋友闭眼入！ Produced By Doubao.,1.0,积极
匿名用户,用了一俩星期，感觉还不错吧，比之前用的k50多了很多功能还玩不太明白，不过平时的续航能力挺强的，充电速度也很快几分钟就10多格电了,0.9989356230826012,积极
匿名用户,此用户没有填写评价。,0.14542800010477508,消极
匿名用户,15天后追评：在小米15ultra和这个徘徊中，没什么用手机拍照的需求！因为外观质感很帅选了这个！88vip和淘金币后到手4113元！但是冠军版没赠耳机！到手后在米商店发现只要k80pro购买都有送耳机，不分是否冠军版！ 使用中目前流畅无碍！各种广告关一关！比那个大牌旗舰机体验感好！这个副机都快用成主机了！,0.9998967196956806,积极
匿名用户,HA但是用多了曲面屏后看直面屏是有点档次不够，可以拍远景 显示效果：屏幕色彩很通透，第二台了，隔天傍晚就收到了，黑色最有档次，隔天下午就送到了👍🏻，不管是拍照还是自拍效果都很好，性价比非常高，美感提升颇多，还有礼品。很实用的一款手机，客服小姐姐态度很好，虽然这次没有赠品，点个赞！，物流也很快昨晚买今早就到了，通信音质：很满意的一次购物，值得推荐。眼睛看着色彩舒服 ，开超清高帧率没啥问题。,0.999999996185899,积极
匿名用户,10天后追评：性价比非常高，美感提升颇多,0.9705463554905922,积极
匿名用户,手机功能强大，性价比超高，强大的GPU骁龙至尊版3纳米芯片就是不一般，充电特别快，上个大号20%直接飙血96%.,0.99999804230331,积极
匿名用户,红米 K80 Pro 绝了!外观美，握持舒适还防尘防水。2K 屏护眼又清晰，超声波指纹解锁快。骁龙 8 至尊版性能强，游戏稳帧不发热。6000mAh 大电池耐用，充电快。拍照也不错，闭眼入!,0.999994622918618,积极
匿名用户,送给儿子高三的毕业礼物，希望儿子喜欢，没有拆封，等孩子成人礼的时候亲手送给孩子，让他自己拆，一般都是在旗舰店买的，质量应该有保障。先好评，今年都在小米旗舰店买了两部手机了。,0.9996157741703151,积极
匿名用户,图片中的手机已经套了外壳了，这一代的Pro版红米手机性能跟上主流水准，配置也还行，用着感觉蛮好的！关键是这一代上了120W快充，**，那充电速度真的巨快，希望手机本身的电池能扛得住吧！年前一波的手机国补被生生浪费掉了！只好年后用了降低标准的500国补券，可惜了，比年前贵了一点，比较 烦òᆺó,0.9995936116929971,积极
匿名用户,买的时候还在犹豫，用了几天感觉还不错，虽然系统偶尔有点卡顿，但是用旧手机试了一下，卡顿的地方多数别的手机带广告，还是这系统用着放心，估计我这手只能拿这尺寸，6.67正好能勉强单手打字，6.8的什么时候也用不了单手打字，这尺寸设计还是加分项，回来再用用看，嫌大了再买6.3的尺寸，怪不得比不上别家的手机电池配置，原来是为了放进这个尺寸里。,0.13072554987607832,消极
匿名用户,这款内存最小也有256了，买来给老人用的，内存完全够了，本来想买小米14个或15的，考虑到屏幕太小了，老人还是大点屏幕看起来舒服，这款红米k80pro国补后才3000左右，用小米50W的无线充电速度也很快，要用手机自带的手机壳，其他壳子没法无线充电已试过，还有nfc功能，刷交通卡也很方便，还是新款，超高性价比,0.9741125724164715,积极
匿名用户,还不错 国补➕24期免息，不打游戏能用一天，流畅度还行，没有网上说的那么差，就看夏天的高温天气表现了,0.7952281681709944,积极
匿名用户,上一部是小米10s，用了三四年，反正一对比，比之前的好的太多了，反应快，还有长焦，挺好的，就是个别场景颜色需要调一调。 内存买了16g的，开了微信抖音还有快手，日常基本还有剩8个g。 其他的，信号还不错，无论是WiFi还是运营商的，目前稳定不断连。用了一周，目前还没碰到bug。 没玩游戏，没体会到手机归会不会发烫。 续航不错，正常使用下来，刷视频之类的，能到8个小时。充电半个小时左右能充满。 碰到国补减500挺香，15屏幕小了点，这个尺寸就挺合适。 外放一般。,0.999679905159468,积极
匿名用户,用了几天，感觉非常好用，赠品也收到了，没有遇到bug，也没有遇到任何质量和性能上的问题。上一个手机还是K50标准版，K50用了三年，这次买了K80Pro1TB的，感觉可以用五六年。,0.2581024900092186,消极
匿名用户,今天晚上拿到快递了，是一个红米手机，挺好用的。,0.4731971575173963,中性
匿名用户,自己用了K70觉得挺惊艳真的很能打，这次趁着国家补贴给老婆换了K80Pro 1T的，拍照强，容量大，充电光速，待机长，绝对的居家好机器。小米加油，真的让每一个人都享受到科技的便利。,0.999988193046025,积极
匿名用户,6千毫安的电池搭配骁龙8至尊，真的很耐用，打游戏的性能也是非常的强，澎湃2.0流畅很多，卡顿也少了。 拍照比前几代强很多，终于不是扫码级别了。 超声波指纹真的是用过就回不去了，非常舒服，湿手也可以解锁，还有ip68。 华星最新的屏幕，护眼第一梯队，真的舒服，亮度还是差点意思，在户外用有点难受。 只有单扬声器，马达非常一般，外壳质感廉价的很，不配3千的价位。,0.9999296088416674,积极
匿名用户,还不错，用上了，充电功率超高，速度超快，赶紧十几分钟就充满了。,0.9995341165525506,积极
匿名用户,通信音质：通话信号很强，音质很清晰 其他特色：这次拍照有个长焦，好很多，可以拍远景 显示效果：屏幕色彩很通透，眼睛看着色彩舒服,0.99980432929494,积极
小米官方旗舰店,参数直播讲解视频图集参数天猫榜单 入选快充手机热销榜券后¥3665政府补贴15% 红包已抵35元 淘金币可抵73.98元起机身颜色玄夜黑雪岩白山峦青冠军版 ALSC 绿色冠军版 ALSC 深灰色存储容量12GB+256GB12GB+512GB16GB+512GB16GB+1024GB网络类型5G全网通套餐类型官方标配数量-+有货(限购5件)保障服务选购更多领券购买加入购物车收藏用户评价参数信息图文详情本店推荐看了又看券后¥3665领券购买加入购物车收藏用户评价全部(5000+)有图/视频(2000+)追评(200+)默认排序默认排序时间排序体验感很好充电速度快运行很顺畅小赠品很好玩游戏很棒电池好用是正品性价比一般乳**杰2025年3月29日 · 山峦青 / 5G全网通 / 官方标配 / 16GB+512GB有用 (3)非常满意这台手机，充电有保护模式，低功耗充电模式19分钟充了50%。照片美化效果也是把我的情绪价值拉满，希望它能安安稳稳的陪我5年。x**12025年3月21日 · 冠军版 ALSC 深灰色 / 5G全网通 / 官方标配 / 16GB+1024GB有用 (1)k80pro冠军版惊艳！性能强悍，运行如飞，续航持久，电竞美学设计独特，屏幕色彩绝佳，性价比爆表，果断推荐！商家回复：极致性价比，让您选择了小米，小米不会让您失望，更多的惊喜等您发现。全部评价参数信息上市时间2024-11售后服务全国联保是否支持无线充电是耳机插头类型TYPE-C操作系统Android/安卓套餐类型官方标配前置摄像头像素2000万像素电池容量6000mAh超广角像素3200万像素网络类型5G全网通有线充电功率120W解锁方式面部识别 屏下指纹分辨率3200x1440存储容量16GB+1024GB 12GB+512GB 16GB+512GB 12GB+256GB电信设备进网许可证编号02-B324-243495无线充电功率50W机身颜色玄夜黑 雪岩白 山峦青 冠军版 ALSC 绿色 冠军版 ALSC 深灰色品牌MIUI/小米型号REDMI K80 Pro是否支持NFC是CPU品牌高通屏幕刷新率120HzCPU核心数八核最大光圈F1.6屏幕材质OLED接口类型Type-C主摄像素5000万像素屏幕尺寸6.67英寸CPU型号骁龙8至尊版蓝牙版本有长焦像素5000万像素后壳材质玻璃3C证书编号2024011606717056图文详情店铺活动,0.9999999996556161,积极
小米官方旗舰店,玄夜黑雪岩白山峦青冠军版 ALSC 绿色冠军版 ALSC 深灰色,0.9993349612978472,积极
小米官方旗舰店,12GB+256GB12GB+512GB16GB+512GB16GB+1024GB,0.5,中性
小米官方旗舰店,5G全网通,0.33942130783111824,消极
小米官方旗舰店,-+有货(限购5件),0.30778937250546345,消极
小米官方旗舰店,选购更多,0.48307743942825554,中性
